Price Max,Duration,API-Service,API-Doctor,Formula,Formula Price,API-Category,API-ID,API-Name,API-Name 1,Created time,Last edited time,ID,Name,Category,Price Min,Services,Выполняют
,60,Булхорн,25000,Булхорн 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,a1f47e49b4ea4525b12128ef0222c0d9,,,"March 19, 2022 4:27 PM","January 26, 2023 3:34 PM",No,Булхорн,Хирургия: Шахшаева Зайнаб,25000,Булхорн (https://www.notion.so/ec8e815c1f3a4a41aef7a56bd6c4606b?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Броулифт,25000,Броулифт 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,0ad4d6bc0d65474ebc6913842bad9ce8,,,"March 19, 2022 4:27 PM","January 26, 2023 3:34 PM",No,Броулифт,Хирургия: Шахшаева Зайнаб,25000,Броулифт (https://www.notion.so/c58a30001ef943689a971a1d8b96d924?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Комки биша,35000,Комки Биша 35000,35000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,336102bd0c474998947a4497def65250,,,"March 19, 2022 4:28 PM","January 26, 2023 3:34 PM",No,Комки биша,Хирургия: Шахшаева Зайнаб,35000,Комки Биша (https://www.notion.so/9981ef3c011a458fba5bd952f6bdc996?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Нижняя блефаропластика,30000,Нижняя блефаропластика 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,93499c0312ab4affb124d84b7891e281,,,"March 19, 2022 4:28 PM","January 26, 2023 3:34 PM",No,Нижняя блефаропластика,Хирургия: Шахшаева Зайнаб,30000,Нижняя блефаропластика (https://www.notion.so/89800f4fa1e644539f218a1ad9c925ed?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Верхняя блефаропластика,30000,Верхняя блефаропластика 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,76bdb1cfbccc44aaa7dc5774f27ed784,,,"March 19, 2022 4:28 PM","January 26, 2023 3:34 PM",No,Верхняя блефаропластика,Хирургия: Шахшаева Зайнаб,30000,Верхняя блефаропластика (https://www.notion.so/cb7116bc023f49c18fb5de5f6d8e4261?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Липосакция второго подбородка,30000,Липосакция второго подбородка 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,dcebe765f0c548fbbd0c677c5616f9d0,,,"March 19, 2022 4:28 PM","January 26, 2023 3:34 PM",No,Липосакция второго подбородка,Хирургия: Шахшаева Зайнаб,30000,Липосакция второго подбородка (https://www.notion.so/d3d44fb0ca944b8fba3fa1684a040a73?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
250000,,Липосакция живота + бока,150000,Липосакция живота + бока 150000,150000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,91744dafeee746ca942a94b5d332210f,,,"March 19, 2022 4:29 PM","January 26, 2023 3:35 PM",No,Липосакция живота + бока,Хирургия: Шахшаева Зайнаб,150000,Липосакция живота + бока (https://www.notion.so/b06079b1e5824b0eab44603c403dc38d?pvs=21),https://www.notion.so/c77301ccd98f48829952edde8115fe12
,60,Лабиопластика,30000,Лабиопластика 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,6d551b0c32b24630b508acfb57a02490,,,"March 19, 2022 4:30 PM","January 26, 2023 3:34 PM",No,Лабиопластика,Хирургия: Шахшаева Зайнаб,30000,Лабиопластика (https://www.notion.so/40f823cecc4241888c79155abc269090?pvs=21),"https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a, https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
70000,60,Липосакция бедер,30000,Липосакция бёдер 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,5033f11fc7fb4076a769d936cb398ca1,,,"March 19, 2022 4:32 PM","January 26, 2023 3:35 PM",No,Липосакция бедер,Хирургия: Шахшаева Зайнаб,30000,Липосакция бёдер (https://www.notion.so/d9a099748ee74c62a99c8904537d3a15?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,,Липосакция холка,50000,Липосакция холка 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,86112d52399d4d609a555c5ba645ecbb,,,"January 26, 2023 3:29 PM","January 26, 2023 3:34 PM",No,Липосакция холка,Хирургия: Шахшаева Зайнаб,50000,Липосакция холка (https://www.notion.so/1d9d669c10cd466198b69df97f52b3a2?pvs=21),https://www.notion.so/c77301ccd98f48829952edde8115fe12
300000,60,Круговая липосакция + абдоминопластика,250000,Липосакция Круговая 250000,250000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,618a7c69e19a4898804a38892f0b0274,,,"January 26, 2023 3:35 PM","January 26, 2023 3:36 PM",No,Круговая липосакция + абдоминопластика,Хирургия: Шахшаева Зайнаб,250000,Липосакция Круговая (https://www.notion.so/a8bcb197e3824e4f9a7848bf5545b285?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,,Лазерная эпиляция - лицо,1500,Лазерная эпиляция - лицо 1500,1500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,36f1c3769cda48a193a67c7d06c0d0f1,,,"March 21, 2022 10:08 AM","February 9, 2023 6:24 PM",No,Лазерная эпиляция - лицо,Косметология: Магомедова Луиза,1500,Лазерная эпиляция - лицо (https://www.notion.so/58b2de2f1a654fc8bffabc2ce46a825f?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - баки,500,Лазерная эпиляция - баки 500,500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,452ac80952c64be1b1051eb557c202c4,,,"March 21, 2022 10:08 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - баки,Косметология: Магомедова Луиза,500,Лазерная эпиляция - баки (https://www.notion.so/7110e8cb19484a2b91d0d03c16e82b1a?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - верхняя губа,300,Лазерная эпиляция - верхняя губа 300,300,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,826b9b8022f74a4f92915e2e167b8bd5,,,"March 21, 2022 10:08 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - верхняя губа,Косметология: Магомедова Луиза,300,Лазерная эпиляция - верхняя губа (https://www.notion.so/1133e4e13ddf4e6a94dd15105a08507a?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - подбородок,400,Лазерная эпиляция - подбородок 400,400,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,8cd8ecc4e42d480bb595ca1c02ef52a8,,,"March 21, 2022 10:08 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - подбородок,Косметология: Магомедова Луиза,400,Лазерная эпиляция - подбородок (https://www.notion.so/b9114b4d94c74e858b0ada9fd1af6e34?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - руки без плеча,1800,Лазерная эпиляция - руки без плеча 1800,1800,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,03ffe37c0159461dbbbc9b80a7fee980,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - руки без плеча,Косметология: Магомедова Луиза,1800,Лазерная эпиляция - руки без плеча (https://www.notion.so/cb0df1b752034e2e8d3a7ef417c4b856?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - шея сзади,500,Лазерная эпиляция - шея сзади 500,500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,10f89094c66343e988138688d9bae7cf,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - шея сзади,Косметология: Магомедова Луиза,500,Лазерная эпиляция - шея сзади (https://www.notion.so/38191254a39a41359481bb95edd4a157?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - руки полностью,2500,Лазерная эпиляция - руки полностью 2500,2500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,2398a888cd144c02b918ac6ebe1b93de,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - руки полностью,Косметология: Магомедова Луиза,2500,Лазерная эпиляция - руки полностью (https://www.notion.so/a61902b950524f8dbd2d4affa019c619?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - лоб,500,Лазерная эпиляция - лоб 500,500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,a30e44a45d6a449f900657836be8270d,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - лоб,Косметология: Магомедова Луиза,500,Лазерная эпиляция - лоб (https://www.notion.so/5af112ca1b2e439da33667c1136756c2?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - шея спереди,400,Лазерная эпиляция - шея спереди 400,400,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,ca2d08af750a48c286609563f6bf3b70,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - шея спереди,Косметология: Магомедова Луиза,400,Лазерная эпиляция - шея спереди (https://www.notion.so/6286ca9bec934831860fe5ef485158d8?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - щеки,400,Лазерная эпиляция - щеки 400,400,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,e70349283ae2493480917b10bcb67837,,,"March 21, 2022 10:07 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - щеки,Косметология: Магомедова Луиза,400,Лазерная эпиляция - щеки (https://www.notion.so/811bab1fa33f4857ae1ced1815d6ac08?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - бедра,2500,Лазерная эпиляция - бедра 2500,2500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,003b14e38b684f3a8c71e5b9a35e6100,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - бедра,Косметология: Магомедова Луиза,2500,Лазерная эпиляция - бедра (https://www.notion.so/5e1901a32b9940feb8a920c56b8ecf44?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - грудь,150,Лазерная эпиляция - грудь 150,150,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,0a33034fe0b042fb89050e6646e9a5e7,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - грудь,Косметология: Магомедова Луиза,150,Лазерная эпиляция - грудь (https://www.notion.so/ba86ea8109b7417299a39acbd4cc56a0?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - ноздри,250,Лазерная эпиляция - ноздри 250,250,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,15975e7d17cc4d35934460c345691e66,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - ноздри,Косметология: Магомедова Луиза,250,Лазерная эпиляция - ноздри (https://www.notion.so/58477384d0994d9286c5f0e62ed1adf7?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
6000,,Лазерная эпиляция - ноги полностью,4000,Лазерная эпиляция - ноги полностью 4000,4000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,4afa483ec72f497497d550f11631a65f,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - ноги полностью,Косметология: Магомедова Луиза,4000,Лазерная эпиляция - ноги полностью (https://www.notion.so/33581a993bbd4414bc41376177ce0c47?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - голени,2500,Лазерная эпиляция - голени 2500,2500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,907444ac27e644ec85e9177c3395f0e6,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - голени,Косметология: Магомедова Луиза,2500,Лазерная эпиляция - голени (https://www.notion.so/109a5aa9de2e46ae94572cdc647294bc?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
5000,,Мезотерапия - волосистой части головы,2000,Мезотерапия - Волосистой части головы 2000,2000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,19bdd09d45f2419bb800d34407e00766,,,"November 22, 2022 3:45 AM","February 9, 2023 6:17 PM",No,Мезотерапия - волосистой части головы,Косметология: Амина Гереева,2000,Мезотерапия - Волосистой части головы (https://www.notion.so/44b6db376a54440cbc40127e6ad0a45a?pvs=21),https://www.notion.so/1fb639c391cb4091bc64b36153e63105
,,Лазерная эпиляция - бикини классика,1000,Лазерная эпиляция - бикини классика 1000,1000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,bb5278d2bab64c489419f1376d36ec8b,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - бикини классика,Косметология: Магомедова Луиза,1000,Лазерная эпиляция - бикини классика (https://www.notion.so/98e3ec144ad24ad1814e44848c5b8a47?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - спина,2500,Лазерная эпиляция - спина 2500,2500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,caacd8e91f9f4aa6b16d9168d5a316e0,,,"March 21, 2022 10:06 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - спина,Косметология: Магомедова Луиза,2500,Лазерная эпиляция - спина (https://www.notion.so/d11cdbea8b644434aec22bd3dba22da4?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - бикини глубокое,1600,Лазерная эпиляция - бикини глубокое 1600,1600,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,026ec69b631e4bab8d6da1af4e21960a,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - бикини глубокое,Косметология: Магомедова Луиза,1600,Лазерная эпиляция - бикини глубокое (https://www.notion.so/15232950630145a6b35bd0c4c81be7a0?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - бикини тотальное,2000,Лазерная эпиляция - бикини тотальное 2000,2000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,42b8ac1e4f1c4dc8a20e0b4f96868062,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - бикини тотальное,Косметология: Магомедова Луиза,2000,Лазерная эпиляция - бикини тотальное (https://www.notion.so/a6e08a8b73a943fca8b14afe3a72f2c4?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - руки + подмышки + бикини + ноги,10000,Лазерная эпиляция - руки + подмышки + бикини + ноги 10000,10000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,558318a718de4d77b56d7b6245123842,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - руки + подмышки + бикини + ноги,Косметология: Магомедова Луиза,10000,Лазерная эпиляция - руки + подмышки + бикини + ноги (https://www.notion.so/e6bbdf7f7002497cb62d79e2c901f605?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - ягодицы,1300,Лазерная эпиляция - ягодицы 1300,1300,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,668cf3b7604e4088ab7828cd7da175f8,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - ягодицы,Косметология: Магомедова Луиза,1300,Лазерная эпиляция - ягодицы (https://www.notion.so/250a11616c0c491b855a2ad3b8e3e7c3?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Липосакция голени,60000,Липосакция голени 60000,60000,,ef74b70710b047d4a024e6ac0e14cde5,,,"January 24, 2023 1:25 PM","January 24, 2023 1:26 PM",No,Липосакция голени,Хирургия: Амирханов Хайбула,60000,Липосакция голени (https://www.notion.so/2629ab382a124f11bb7cdfa11dcd7bff?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
,,Лазерная эпиляция - все тело,10500,Лазерная эпиляция - все тело 10500,10500,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,6a3ed9d9cce04794a106d5b4bc63c536,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - все тело,Косметология: Магомедова Луиза,10500,Лазерная эпиляция - все тело (https://www.notion.so/7df771d927e245e9b40eb673ca5caf6e?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - линия живота,400,Лазерная эпиляция - линия живота 400,400,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,86a1bf5a366a4277857e53cbc85aa04c,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - линия живота,Косметология: Магомедова Луиза,400,Лазерная эпиляция - линия живота (https://www.notion.so/12af8abefd0a478f80e689fa75759b14?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - поясница,1300,Лазерная эпиляция - поясница 1300,1300,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,b803e6f4818f40628fb1fb2575c46117,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - поясница,Косметология: Магомедова Луиза,1300,Лазерная эпиляция - поясница (https://www.notion.so/11cd51a2e6c74965a504c4c9880eb5cd?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерная эпиляция - подмышки,800,Лазерная эпиляция - подмышки 800,800,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,57187ed971394763a84fdfe7d2ec25c0,,,"March 21, 2022 10:04 AM","February 9, 2023 7:06 PM",No,Лазерная эпиляция - подмышки,Косметология: Магомедова Луиза,800,Лазерная эпиляция - подмышки (https://www.notion.so/c28b9b1eced14b8bbe35a0004f7d77ce?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,SMAS лифтинг лица,20000,SMAS лифтинг лица 20000,20000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,0cda8102a3f5414ba05bad20966a640a,,,"March 21, 2022 10:05 AM","February 9, 2023 7:06 PM",No,SMAS лифтинг лица,Косметология: Магомедова Луиза,20000,SMAS лифтинг лица (https://www.notion.so/SMAS-87785deccf7b4b4ca810de0f4a70e1e4?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Интимное омоложение,13000,Интимное омоложение 13000,13000,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,60750483fd7b4ca6928433c40f0911ef,,,"March 21, 2022 10:04 AM","February 9, 2023 7:06 PM",No,Интимное омоложение,Косметология: Магомедова Луиза,13000,Интимное омоложение (https://www.notion.so/5d4e8e69c3224c6dbb0a8e7ac27ffb91?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,,Лазерное омоложение лица,2800,Лазерное омоложение лица 2800,2800,https://www.notion.so/d079c4f242e04cd3ad755d857193bbd0,4ac282075a534a97a17b7d160879c559,,,"March 21, 2022 10:01 AM","February 9, 2023 7:06 PM",No,Лазерное омоложение лица,Косметология: Магомедова Луиза,2800,Лазерное омоложение лица (https://www.notion.so/2cdea17e0cdb4f3696ba68ba84a16af3?pvs=21),https://www.notion.so/0a0f36a7ec3742589aa8658266cf2e00
,15,Консультация первичная,1000,Консультация 1000,1000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,16de42926f254fe5b0ea87d3d29e857c,,,"February 12, 2023 4:41 AM","February 12, 2023 4:42 AM",No,Консультация первичная,Урология,1000,Консультация (https://www.notion.so/581bc9df574c4d07b1430eeec32fa5b8?pvs=21),"https://www.notion.so/095f5586c3674df89013a69e810993db, https://www.notion.so/325c665134974e9e952c6ef248782f11, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f"
,,Лазерная шлифовка шеи-декольте,10000,Лазерная шлифовка шеи-декольте 10000,10000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,14cfe1015cb5471a9e77e7b7f39acb7c,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Лазерная шлифовка шеи-декольте,Косметология: Магомедова Патимат,10000,Лазерная шлифовка шеи-декольте (https://www.notion.so/6444d1922e464deca8f0efbf62a6b431?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Лазерная шлифовка рук,6000,Лазерная шлифовка рук 6000,6000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,211810a8f454427e8aba24b5137b761c,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Лазерная шлифовка рук,Косметология: Магомедова Патимат,6000,Лазерная шлифовка рук (https://www.notion.so/9b185c29997f41668ff125b1dacc0f09?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Удаление сосудов (кв.см),500,Удаление сосудов (кв.см) 500,500,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,ad67a726e27c4ef3a90c061f25cda9c2,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Удаление сосудов (кв.см),Косметология: Магомедова Патимат,500,Удаление сосудов (кв.см) (https://www.notion.so/665c48c5cf0c407f9bbe307e95fe0862?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Удаление веснушек (кв.см),500,Удаление веснушек (кв.см) 500,500,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,bd07acc972e944afb48f5e23e7c27874,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Удаление веснушек (кв.см),Косметология: Магомедова Патимат,500,Удаление веснушек (кв.см) (https://www.notion.so/86ffd2eb94bd41178bf53fac340dde56?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Лазерная шлифовка лица,15000,Лазерная шлифовка лица 15000,15000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,eb37c6a500e44ff7a796a142b8efa75e,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Лазерная шлифовка лица,Косметология: Магомедова Патимат,15000,Лазерная шлифовка лица (https://www.notion.so/df9d91d31a674e20ba450ff1476b8b5a?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
500,,Удаление шрамов и рубцов (кв.см),150,Удаление шрамов и рубцов (кв.см) 150,150,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,f420f2f001734b1eb7f325d2f7645e26,,,"March 21, 2022 12:59 PM","February 9, 2023 7:06 PM",No,Удаление шрамов и рубцов (кв.см),Косметология: Магомедова Патимат,150,Удаление шрамов и рубцов (кв.см) (https://www.notion.so/8214c813cd824084a1c84a7dd5b172e1?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Безоперационная блефаропластика,6000,Безоперационная блефаропластика 6000,6000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,309c63e298d64c0492b6dcfeeffbc2c3,,,"March 21, 2022 1:00 PM","February 9, 2023 7:05 PM",No,Безоперационная блефаропластика,Косметология: Магомедова Патимат,6000,Безоперационная блефаропластика (https://www.notion.so/e7f633574ec84a9f851173f15a25385d?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Удаление пятен 1 см²,500,Удаление пятен  1 см² 500,500,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,86adb9cc97f5470093dc79b15bccffa3,,,"March 21, 2022 1:00 PM","February 9, 2023 7:05 PM",No,Удаление пятен 1 см²,Косметология: Магомедова Патимат,500,Удаление пятен  1 см² (https://www.notion.so/1-2ed607ab39cc4f0a9749de066c3ffd80?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Омоложение щек,5000,Омоложение щек 5000,5000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,8c6ca8e5673b4e02bef2b00c6d433758,,,"March 21, 2022 1:00 PM","February 9, 2023 7:06 PM",No,Омоложение щек,Косметология: Магомедова Патимат,5000,Омоложение щек (https://www.notion.so/fa6f09f5feb147afa1951a8c81cea2e3?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Удаление растяжек 1см²,3000,Удаление растяжек 1см² 3000,3000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,c7f8a37f6e1c4ffe98ba781279eb2e20,,,"March 21, 2022 1:00 PM","February 9, 2023 7:06 PM",No,Удаление растяжек 1см²,Косметология: Магомедова Патимат,3000,Удаление растяжек 1см² (https://www.notion.so/1-87cf22a04e4241b1a2ff5c220fa409b7?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Омоложение лба,3000,Омоложение лба 3000,3000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,687dbac151b248d98d3c28320c8e17fd,,,"March 21, 2022 1:06 PM","February 9, 2023 7:05 PM",No,Омоложение лба,Косметология: Магомедова Патимат,3000,Омоложение лба (https://www.notion.so/aaa2dab1dc1a4f34b4d497af4153bef9?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Пикосекундный лазер - шлифовка лица,5000,Пикосекундный лазер - шлифовка лица 5000,5000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,a29d60e2500c42fd92ed5a4ef456628b,,,"March 21, 2022 1:06 PM","February 9, 2023 7:05 PM",No,Пикосекундный лазер - шлифовка лица,Косметология: Магомедова Патимат,5000,Пикосекундный лазер - шлифовка лица (https://www.notion.so/b6cd6a41b00944c9afb0cc3a92fdf62b?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
,,Омоложение кистей рук,6000,Омоложение кистей рук 6000,6000,https://www.notion.so/7858f4f67d424fb3be695fdc7f28eb00,bcf4b87f3d9243519da1dfec4a3d71d6,,,"March 21, 2022 1:06 PM","February 9, 2023 7:06 PM",No,Омоложение кистей рук,Косметология: Магомедова Патимат,6000,Омоложение кистей рук (https://www.notion.so/6b3da9f617c04b78b0bb78396f852e02?pvs=21),https://www.notion.so/8cbf75f2a84a4934a8d90203bbf81059
