Price Max,Duration,API-Service,API-Doctor,Formula,Formula Price,API-Category,API-ID,API-Name,API-Name 1,Created time,Last edited time,ID,Name,Category,Price Min,Services,Выполняют
80000,60,Липосакция второго подбородка,70000,Липосакция второго подбородка 70000,70000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,9ffb355c11d24b96a4c196ad859899e2,,,"March 19, 2022 2:02 PM","January 24, 2023 1:19 PM",No,Липосакция второго подбородка,Хирургия: Амирханов Хайбула,70000,Липосакция второго подбородка (https://www.notion.so/d3d44fb0ca944b8fba3fa1684a040a73?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
400000,60,Липосакция тела,100000,Липосакция тела 100000,100000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,2af02814fcb349758220938f5a1c6eee,,,"March 19, 2022 2:03 PM","January 24, 2023 1:20 PM",No,Липосакция тела,Хирургия: Амирханов Хайбула,100000,Липосакция тела (https://www.notion.so/f9fb79de3d3e454ba3fb37c627e60d77?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
80000,,Липосакция бедер: наружная часть,50000,Липосакция бедер - наружная часть 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,c069aa34ef724a099b61ebfd6521a809,,,"March 19, 2022 2:09 PM","January 24, 2023 1:21 PM",No,Липосакция бедер: наружная часть,Хирургия: Амирханов Хайбула,50000,Липосакция бедер - наружная часть (https://www.notion.so/8fd1be49c39e402e8c88d76e18ce40c0?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
60000,,Липосакция бедер: внутренная часть,40000,Липосакция бедер - внутренняя часть 40000,40000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,ee16401a5a91493481fafbbd1887a495,,,"March 19, 2022 2:20 PM","January 24, 2023 1:21 PM",No,Липосакция бедер: внутренная часть,Хирургия: Амирханов Хайбула,40000,Липосакция бедер - внутренняя часть (https://www.notion.so/712845beb3cb4464a6f4add231d3dee9?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
350000,60,Абдоминопластика,150000,Абдоминопластика 150000,150000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,6156e49591cb417096452c6b74a83114,,,"March 19, 2022 2:20 PM","January 24, 2023 1:22 PM",No,Абдоминопластика,Хирургия: Амирханов Хайбула,150000,Абдоминопластика (https://www.notion.so/fe5e0f0b0e89462e8543e26b4eb40c6b?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f"
270000,60,Маммопластика,250000,Маммопластика 250000,250000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,c3a35a088e5947f098ff290937abe7f0,,,"March 19, 2022 2:21 PM","January 24, 2023 1:22 PM",No,Маммопластика,Хирургия: Амирханов Хайбула,250000,Маммопластика (https://www.notion.so/480155fc41504c4d8932d3f916efb3a6?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
350000,60,Подтяжка груди,100000,Подтяжка груди 100000,100000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,00e1945a6e304e99b587857c8eed8ee1,,,"March 19, 2022 2:21 PM","January 24, 2023 1:22 PM",No,Подтяжка груди,Хирургия: Амирханов Хайбула,100000,Подтяжка груди (https://www.notion.so/ef979961d9514ef68c57d85344386fdb?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f"
,60,Импланты ягодиц,250000,Импланты ягодиц 250000,250000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,15dcbc8ae85f45fbab2fa01d88e043d8,,,"March 19, 2022 2:22 PM","January 24, 2023 1:23 PM",No,Импланты ягодиц,Хирургия: Амирханов Хайбула,250000,Импланты ягодиц (https://www.notion.so/2901ced21ffa4d86a32a058bf657f663?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
25000,,Пластика ноздрей,10000,Пластика ноздрей 10000,10000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,e665dc2525724a8183ac17d539759f7f,,,"January 24, 2023 1:13 PM","January 24, 2023 1:14 PM",No,Пластика ноздрей,Хирургия: Амирханов Хайбула,10000,Пластика ноздрей (https://www.notion.so/d3502fb678c94794bd8f8133c5aadd5a?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
,60,Импланты голеней,220000,Импланты голеней 220000,220000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,34c49a79f92c456ea3f4242980ebbf59,,,"March 19, 2022 2:22 PM","January 24, 2023 1:24 PM",No,Импланты голеней,Хирургия: Амирханов Хайбула,220000,Импланты голеней (https://www.notion.so/088d7fbdb3924895a1ccd81d83fdb1d4?pvs=21),https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f
,60,Брахиопластика,100000,Брахиопластика 100000,100000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,b624af022b014b808cdde86f0eca0090,,,"March 19, 2022 1:06 PM","February 9, 2023 8:10 PM",No,Брахиопластика,Хирургия: Магомедалиева Ума,100000,Брахиопластика (https://www.notion.so/3c0dbb2b918a474982f35a443084a120?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Броулифт,30000,Броулифт 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,9bc400732ab246868a1cdf4777ddc0d4,,,"March 19, 2022 1:09 PM","January 24, 2023 3:44 PM",No,Броулифт,Хирургия: Магомедалиева Ума,30000,Броулифт (https://www.notion.so/c58a30001ef943689a971a1d8b96d924?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Булхорн,25000,Булхорн 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,367a3dcbe8144d7896e35650f5c795e4,,,"March 19, 2022 12:24 PM","January 24, 2023 3:44 PM",No,Булхорн,Хирургия: Магомедалиева Ума,25000,Булхорн (https://www.notion.so/ec8e815c1f3a4a41aef7a56bd6c4606b?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Верхняя блефаропластика,35000,Верхняя блефаропластика 35000,35000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,3363d8193d8f4054974c8c0fca552874,,,"March 19, 2022 12:24 PM","January 24, 2023 1:52 PM",No,Верхняя блефаропластика,Хирургия: Магомедалиева Ума,35000,Верхняя блефаропластика (https://www.notion.so/cb7116bc023f49c18fb5de5f6d8e4261?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Височный лифтинг,100000,Височный лифтинг 100000,100000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,6a27d098e06b4a97ba875d3bc7117bc2,,,"March 19, 2022 1:06 PM","February 9, 2023 7:24 PM",No,Височный лифтинг,Хирургия: Магомедалиева Ума,100000,Височный лифтинг (https://www.notion.so/8cfd08fe30524a6a87d90e8e5ffc2384?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Импланты груди круглые,250000,Имплантанты груди круглые 250000,250000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,4b6b9b7c407e45f59e1df116d69314af,,,"March 19, 2022 12:58 PM","January 24, 2023 3:40 PM",No,Импланты груди круглые,Хирургия: Магомедалиева Ума,250000,Имплантанты груди круглые (https://www.notion.so/b7df1bc152a44edd889c160118e711cb?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
50000,60,Интимная пластика,35000,Интимная пластика 35000,35000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,2a66cb9f8f1d4e0092baeb423487e36f,,,"March 19, 2022 1:03 PM","January 24, 2023 3:42 PM",No,Интимная пластика,Хирургия: Магомедалиева Ума,35000,Интимная пластика (https://www.notion.so/74d16aa58c26409abe7fc3a5aeecd7e2?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Комки биша,30000,Комки Биша 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,a77a41106c6f4c819628f52b10486d80,,,"March 19, 2022 12:20 PM","January 26, 2023 3:49 PM",No,Комки биша,Хирургия: Магомедалиева Ума,30000,Комки Биша (https://www.notion.so/9981ef3c011a458fba5bd952f6bdc996?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
250000,60,Липосакция круговая,200000,Липосакция Круговая 200000,200000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,5f5ce013393d4299b6d6ef2f14a85c5b,,,"March 19, 2022 12:56 PM","January 24, 2023 3:36 PM",No,Липосакция круговая,Хирургия: Магомедалиева Ума,200000,Липосакция Круговая (https://www.notion.so/a8bcb197e3824e4f9a7848bf5545b285?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
100000,,Липосакция боков,50000,Липосакция боков 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,2db994b4e0c94f818272b1fb6b217a25,,,"March 19, 2022 12:39 PM","January 24, 2023 3:37 PM",No,Липосакция боков,Хирургия: Магомедалиева Ума,50000,Липосакция боков (https://www.notion.so/ec94afd257594faba05ba195da87cf50?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
200000,60,Липосакция бедер,30000,Липосакция бёдер 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,34d038c66386486e99259bb3ce253a6d,,,"March 19, 2022 12:48 PM","January 24, 2023 3:38 PM",No,Липосакция бедер,Хирургия: Магомедалиева Ума,30000,Липосакция бёдер (https://www.notion.so/d9a099748ee74c62a99c8904537d3a15?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
50000,60,Липосакция второго подбородка,40000,Липосакция второго подбородка 40000,40000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,cfdcff1a906244e8bbc7c3fdfdec5ae0,,,"March 19, 2022 12:35 PM","January 24, 2023 3:34 PM",No,Липосакция второго подбородка,Хирургия: Магомедалиева Ума,40000,Липосакция второго подбородка (https://www.notion.so/d3d44fb0ca944b8fba3fa1684a040a73?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
100000,60,Липосакция живота,50000,Липосакция живота 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,de6ba73906a94ae692152b40f5073abe,,,"March 19, 2022 12:36 PM","January 24, 2023 3:37 PM",No,Липосакция живота,Хирургия: Магомедалиева Ума,50000,Липосакция живота (https://www.notion.so/a838026119c14dd099e027ab66970945?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
200000,60,Липосакция коленей,30000,Липосакция коленей 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,117a87c19ff24e9192637cfba71b1cbf,,,"March 18, 2022 8:15 PM","January 26, 2023 3:49 PM",No,Липосакция коленей,Хирургия: Магомедалиева Ума,30000,Липосакция коленей (https://www.notion.so/c1696a2c4ef04576b7d23ea02036920a?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
100000,60,Липосакция рук,50000,Липосакция рук 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,04cce41b3f4544efbb0cd240f41c66e3,,,"March 19, 2022 12:36 PM","January 24, 2023 3:36 PM",No,Липосакция рук,Хирургия: Магомедалиева Ума,50000,Липосакция рук (https://www.notion.so/79c4d0cc0a5f452186246f69768dfed2?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Липолифтинг 1 зона,50000,Липофиллинг 1 зона 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,92f188e7080d4ecab3c15c4ad1e7dd59,,,"March 19, 2022 12:57 PM","February 10, 2023 1:55 AM",No,Липолифтинг 1 зона,Хирургия: Магомедалиева Ума,50000,Липофиллинг 1 зона (https://www.notion.so/1-be1404af09fb4d20939ebc03093bff37?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Плазмопластика,40000,Платизмопластика 40000,40000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,76eb9f64f37f40a8b36a0b3fe48fceee,,,"March 19, 2022 12:34 PM","January 24, 2023 3:44 PM",No,Плазмопластика,Хирургия: Магомедалиева Ума,40000,Платизмопластика (https://www.notion.so/fbd019c044cd4ed2ace69f901738c3da?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Фейслифтинг,300000,Фейслифтинг 300000,300000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,e19fa2897e4d44a098f9787a4265f869,,,"March 19, 2022 12:34 PM","January 24, 2023 3:44 PM",No,Фейслифтинг,Хирургия: Магомедалиева Ума,300000,Фейслифтинг (https://www.notion.so/3abbfacfdb3c4fee9fbc7eaca0ac1f17?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,,Нижняя блефаропластика методом прокола,25000,Нижняя блефаропластика методом прокола 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,2181d73014c444daa803779a1857dcec,,,"May 10, 2022 11:26 AM","January 24, 2023 3:44 PM",No,Нижняя блефаропластика методом прокола,Хирургия: Магомедалиева Ума,25000,Нижняя блефаропластика методом прокола (https://www.notion.so/dbca83bfee5a4e2c9784be25edb59e54?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,,Фейслифтинг + липосакция подбородка + платизмопластика,400000,Фейслифтинг + липосакция подбородка + платизмопластика 400000,400000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,856909179297493db1e1fab4a4b7e609,,,"May 10, 2022 11:30 AM","January 24, 2023 3:44 PM",No,Фейслифтинг + липосакция подбородка + платизмопластика,Хирургия: Магомедалиева Ума,400000,Фейслифтинг + липосакция подбородка + платизмопластика (https://www.notion.so/182b85c4394d4af1b900d6b921ccb45d?pvs=21),https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b
,60,Булхорн,25000,Булхорн 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,ba85da4c3b2b465083be6971fce7b670,,,"March 19, 2022 1:28 PM","February 9, 2023 3:15 PM",No,Булхорн,Хирургия: Омарова Раисат,25000,Булхорн (https://www.notion.so/ec8e815c1f3a4a41aef7a56bd6c4606b?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Броулифт,25000,Броулифт 25000,25000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,5e4514246f7e4cd18fb59cd4a7a4083e,,,"March 19, 2022 1:28 PM","February 9, 2023 3:15 PM",No,Броулифт,Хирургия: Омарова Раисат,25000,Броулифт (https://www.notion.so/c58a30001ef943689a971a1d8b96d924?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Верхняя блефаропластика,30000,Верхняя блефаропластика 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,567e847703514172873b73b5ccab6441,,,"March 19, 2022 1:29 PM","February 9, 2023 3:16 PM",No,Верхняя блефаропластика,Хирургия: Омарова Раисат,30000,Верхняя блефаропластика (https://www.notion.so/cb7116bc023f49c18fb5de5f6d8e4261?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Нижняя блефаропластика,35000,Нижняя блефаропластика 35000,35000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,d19c6889f8bf4c18a27b3205a28f05a0,,,"March 19, 2022 1:29 PM","February 9, 2023 3:16 PM",No,Нижняя блефаропластика,Хирургия: Омарова Раисат,35000,Нижняя блефаропластика (https://www.notion.so/89800f4fa1e644539f218a1ad9c925ed?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Уменьшение мочек,6000,Уменьшение мочек 6000,6000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,2a8ecccdae784502b1d8e0303aec63ff,,,"March 19, 2022 1:30 PM","February 9, 2023 3:16 PM",No,Уменьшение мочек,Хирургия: Омарова Раисат,6000,Уменьшение мочек (https://www.notion.so/7cf5e6735efb4718bc70451ae5af8e7a?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b"
100000,60,Подтяжка груди,50000,Подтяжка груди 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,af44eb334e1c4e62aa2e6f7d19937932,,,"March 19, 2022 1:31 PM","February 9, 2023 3:16 PM",No,Подтяжка груди,Хирургия: Омарова Раисат,50000,Подтяжка груди (https://www.notion.so/ef979961d9514ef68c57d85344386fdb?pvs=21),"https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f"
,60,Лабиопластика,30000,Лабиопластика 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,70e215c9a1bc42b79b2ec84e00ab15b1,,,"March 19, 2022 1:31 PM","February 9, 2023 3:16 PM",No,Лабиопластика,Хирургия: Омарова Раисат,30000,Лабиопластика (https://www.notion.so/40f823cecc4241888c79155abc269090?pvs=21),"https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a, https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,,Удаление полимера из губ,20000,Удаление полимера из губ 20000,20000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,e6b4869cfa884275a754d6304d3b1626,,,"March 19, 2022 1:32 PM","February 9, 2023 3:16 PM",No,Удаление полимера из губ,Хирургия: Омарова Раисат,20000,Удаление полимера из губ (https://www.notion.so/63f12776194444ecb7cf340258f2d86c?pvs=21),https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec
,,Иссечение рубца,3000,Иссечение рубца  3000,3000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,9a4248101cfc4caab52e7c4c53550a2c,,,"March 19, 2022 1:35 PM","February 9, 2023 3:17 PM",No,Иссечение рубца,Хирургия: Омарова Раисат,3000,Иссечение рубца  (https://www.notion.so/30f7ad68348747fc9a0ac070d5302587?pvs=21),https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec
,15,Консультация,1500,Консультация 1500,1500,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,1d45fc4cdc2d41dd8e879db0b7ee441e,,,"March 19, 2022 2:30 PM","February 9, 2023 3:18 PM",No,Консультация,Гинекология: Саламова Камила,1500,Консультация (https://www.notion.so/581bc9df574c4d07b1430eeec32fa5b8?pvs=21),"https://www.notion.so/095f5586c3674df89013a69e810993db, https://www.notion.so/325c665134974e9e952c6ef248782f11, https://www.notion.so/98edc27ee15c4402bc268f50d9e7267f"
,60,Забор материала из половых органов,200,Забор материала из половых органов 200,200,https://www.notion.so/27962078905b469da6cc74381bb0ec28,d081148638794fa695c9df0f12ac7cfd,,,"March 19, 2022 2:31 PM","February 9, 2023 3:21 PM",No,Забор материала из половых органов,Гинекология: Саламова Камила,200,Забор материала из половых органов (https://www.notion.so/b422d1c3314846ca951a733092b49735?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,,Гистеросальпингография,3000,Гистеросальпингография 3000,3000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,a5491998753f46d5b581073ae2519573,,,"March 19, 2022 2:32 PM","February 9, 2023 3:21 PM",No,Гистеросальпингография,Гинекология: Саламова Камила,3000,Гистеросальпингография (https://www.notion.so/a327ca1bd9c24b779148ba1ddfe00edd?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,,Эхосальпингография,4000,Эхосальпингография 4000,4000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,5c7fc71a45bc409b8aacfe0903bbf4f6,,,"March 19, 2022 2:32 PM","February 9, 2023 3:21 PM",No,Эхосальпингография,Гинекология: Саламова Камила,4000,Эхосальпингография (https://www.notion.so/c53c264860dd4d2a97fba3fb4480586e?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Пайпель биопсия эндометрия,1000,Пайпель биопсия эндометрия 1000,1000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,e2bcc0c89a2c4f1eb63fc88ee367e783,,,"March 19, 2022 2:36 PM","February 9, 2023 3:21 PM",No,Пайпель биопсия эндометрия,Гинекология: Саламова Камила,1000,Пайпель биопсия эндометрия (https://www.notion.so/1e62e36014694d0f85da43bd362cc5f9?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Установка ВМС,800,Установка ВМС 800,800,https://www.notion.so/27962078905b469da6cc74381bb0ec28,eac9d97222744f2691d54b1bfd83ec35,,,"March 19, 2022 2:37 PM","February 9, 2023 3:21 PM",No,Установка ВМС,Гинекология: Саламова Камила,800,Установка ВМС (https://www.notion.so/319889db4cc247afa69f829509b25942?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Раздельное диагностическое выскабливание,5000,Раздельное диагностическое выскабливание 5000,5000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,550a993c845348c8842104256235afa8,,,"March 19, 2022 2:38 PM","February 9, 2023 3:21 PM",No,Раздельное диагностическое выскабливание,Гинекология: Саламова Камила,5000,Раздельное диагностическое выскабливание (https://www.notion.so/ae6be71683304fceacf420d59721dd17?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Кольпоскопия,1000,Кольпоскопия 1000,1000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,bbf1b3c40c4a4c70aea7dd58594d198e,,,"March 19, 2022 2:39 PM","February 9, 2023 3:21 PM",No,Кольпоскопия,Гинекология: Саламова Камила,1000,Кольпоскопия (https://www.notion.so/8c8d407fbf024df4be2d3aa0b2dcd356?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Биопсия шейки матки,1000,Биопсия шейки матки 1000,1000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,93d525585ae945dba25b3a253429c721,,,"March 19, 2022 2:39 PM","February 9, 2023 3:21 PM",No,Биопсия шейки матки,Гинекология: Саламова Камила,1000,Биопсия шейки матки (https://www.notion.so/9355314737fb4457b8d7096c8dbc70cd?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
25000,60,Восстановление девственности (гименопластика),15000,Восстановление девственности (гименопластика) 15000,15000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,7ff499fd1a2d49719069763c22d0d947,,,"March 19, 2022 2:39 PM","February 9, 2023 3:21 PM",No,Восстановление девственности (гименопластика),Гинекология: Саламова Камила,15000,Восстановление девственности (гименопластика) (https://www.notion.so/c49e94c896ed4f89a1c9ed61be0355bd?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
25000,60,Лабиопластика,10000,Лабиопластика 10000,10000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,6b86341e4c74493fa6587af02b534a5a,,,"March 19, 2022 2:39 PM","February 9, 2023 3:21 PM",No,Лабиопластика,Гинекология: Саламова Камила,10000,Лабиопластика (https://www.notion.so/40f823cecc4241888c79155abc269090?pvs=21),"https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a, https://www.notion.so/303aca93eafe43a98e5ba01a9aaefeec, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
25000,60,Пластика влагалища,15000,Пластика влагалища 15000,15000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,d487e7de04394e6bbab2cb006d95767a,,,"March 19, 2022 2:40 PM","February 9, 2023 3:21 PM",No,Пластика влагалища,Гинекология: Саламова Камила,15000,Пластика влагалища (https://www.notion.so/fef270a354b3454996b91b96e4107386?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Конизация шейки матки,4000,Конизация шейки матки 4000,4000,https://www.notion.so/27962078905b469da6cc74381bb0ec28,ee5e57d1027044eba863d8978a571bcc,,,"March 19, 2022 4:18 PM","February 9, 2023 3:21 PM",No,Конизация шейки матки,Гинекология: Саламова Камила,4000,Конизация шейки матки (https://www.notion.so/c1c958ee2cff4940bbc3885d0cfe2e52?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Удаление ВМС с консультацией,1200,Удаление ВМС с консультацией 1200,1200,https://www.notion.so/27962078905b469da6cc74381bb0ec28,0ab4c84954b3478db06b5e45723ef5d5,,,"March 19, 2022 4:19 PM","February 9, 2023 3:21 PM",No,Удаление ВМС с консультацией,Гинекология: Саламова Камила,1200,Удаление ВМС с консультацией (https://www.notion.so/ca11cce3cc824928b85e3073c9723932?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
,60,Удаление ВМС без консультации,400,Удаление ВМС без консультации 400,400,https://www.notion.so/27962078905b469da6cc74381bb0ec28,5ec7d21ff5fa4b9a91886e7492448818,,,"March 19, 2022 4:19 PM","February 9, 2023 3:21 PM",No,Удаление ВМС без консультации,Гинекология: Саламова Камила,400,Удаление ВМС без консультации (https://www.notion.so/381af939faaf43f6866fc9b3e1f66887?pvs=21),https://www.notion.so/2cc171c9568c491596a93dd95b10dc9a
70000,60,Липосакция коленей,30000,Липосакция коленей 30000,30000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,1e266b327d61487c85ef428c7aee7c88,,,"March 18, 2022 7:57 PM","February 9, 2023 3:18 PM",No,Липосакция коленей,Хирургия: Шахшаева Зайнаб,30000,Липосакция коленей (https://www.notion.so/c1696a2c4ef04576b7d23ea02036920a?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
,60,Липосакция рук,50000,Липосакция рук 50000,50000,https://www.notion.so/04d3b83761aa40c7a1a4f0188fac369f,039574648e6a46aaa15692035f66a4ab,,,"March 18, 2022 7:57 PM","January 26, 2023 3:35 PM",No,Липосакция рук,Хирургия: Шахшаева Зайнаб,50000,Липосакция рук (https://www.notion.so/79c4d0cc0a5f452186246f69768dfed2?pvs=21),"https://www.notion.so/631d1fffa5094799bf7ad2b0c7ad489b, https://www.notion.so/c77301ccd98f48829952edde8115fe12"
